movie_id,title,tags
10603,George of the Jungle,baby george got plane crash jungle stayed alive adopted wise ape ursula stanhope us noble woman saved death safari grownup george takes jungle live slowly learns rules human relationships ursulas lover lyle looking one took found ursula takes george usa adventure comedy family romance brendanfraser lesliemann thomashadenchurch samweisman africa sanfrancisco gorilla lion feralchild jungle
8273,American Wedding,high school distant memory jim michelle getting married hurry since jims grandmother sick wants see walk aisle prompting stifler throw ultimate bachelor party jims dad reliable ever doling advice one wants hear comedy romance jasonbiggs alysonhannigan seannwilliamscott jessedylan handcuffs sistersisterrelationship spanner blowjob stagnight wedding
109424,Captain Phillips,true story captain richard phillips 2009 hijacking somali pirates usflagged mv maersk alabama first american cargo ship hijacked two hundred years action drama thriller tomhanks catherinekeener maxmartini paulgreengrass ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargoship shipcaptain shiphijacking somali commandounit
35056,Date Night,phil claire foster fear mildmannered relationship may falling stale rut weekly date night dinner reservation leads mistaken couple thieves number unsavoury characters want phil claire killed comedy tinafey stevecarell markwahlberg shawnlevy date corruption taxi expensiverestaurant wifehusbandrelationship gun boat taxidriver document restaurant roof marriedcouple politician stripper shooting thief carcrash stealing mistakenidentity policecorruption aftercreditsstinger duringcreditsstinger
8839,Casper,furious late father willed gloomylooking mansion rather millions carrigan crittenden ready burn place ground discovers map treasure hidden house enters rickety mansion seek claim frightened away wicked wave ghosts determined get hands hidden fortune hires afterlife therapist dr james harvey exorcise ghosts mansion harvey daughter kat move soon kat meets casper ghost young boy whos friendliest ghost know friendly caspers unclesstretch fatso stinkiewho determined drive fleshies away fantasy comedy family christinaricci billpullman cathymoriarty bradsilberling halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren
156022,The Equalizer,equalizer denzel washington plays mccall man believes put mysterious past behind dedicated beginning new quiet life mccall meets teri chlo grace moretz young girl control ultraviolent russian gangsters cant stand idly help armed hidden skills allow serve vengeance anyone would brutalize helpless mccall comes selfimposed retirement finds desire justice reawakened someone problem odds stacked nowhere else turn mccall help equalizer thriller action crime denzelwashington martoncsokas chlogracemoretz antoinefuqua corruption assassin hostage fbi hitman russian securitycamera sadism vigilante sociopath revenge suspense organizedcrime gore gangster violence teenageprostitute commando interrogation surveillance exsoldier fakeddeath loner callgirl blackops handtohandcombat mysteriouspast
7303,Maid in Manhattan,marisa ventura struggling single mom works posh manhattan hotel dreams better life young son one fateful day hotel guest senatorial candidate christopher marshall meets marisa mistakes wealthy socialite enchanting evening together two fall madly love marisas true identity revealed issues class social status threaten separate two people different worlds overcome differences live happily ever comedy drama romance jenniferlopez ralphfiennes natasharichardson waynewang hotel politician mistakenidentity maid classdifferences singlemother publicrelations maiduniform hotelclerk wealthdifferences
8963,Crimson Tide,us nuclear missile sub young first officer stages mutiny prevent trigger happy captain launching missiles confirming orders action thriller drama denzelwashington genehackman mattcraven tonyscott submarine mutiny russia missile nuclearmissile embassy usnavy battleforpower torpedo military moraldilemma postcoldwar aircraftcarrier chainofcommand launchcode sonar
1402,The Pursuit of Happyness,true story christopher gardner invests heavily device known bone density scanner find struggle sell product marginally better current technology much expensive wife leaves loses house bank account credit cards forced live streets young son hes desperate find steady job takes job stockbroker receive pay needs go 6 months training must sell devices drama willsmith jadensmith thandienewton gabrielemuccino sanfrancisco singleparent homelessperson bus worker homelessness work churchservice badluck biography salesman stockbroker
9315,Flightplan,claustrophobic hitchcockian thriller bereaved woman daughter flying home berlin america 30000 feet child vanishes nobody admits ever plane thriller drama mystery jodiefoster petersarsgaard seanbean robertschwentke berlin lossoffather airplane babysnatching
8984,Disclosure,computer specialist sued sexual harassment former lover turned boss initiated act forcefully threatens career personal life drama thriller crime mystery romance michaeldouglas demimoore donaldsutherland barrylevinson employee workplace sexualharassment intrigue
795,City of Angels,guardian angel seth invisibly watches citizens los angeles becomes captivated maggie strongwilled heart surgeon ponders trading pure otherworldly existence mortal life beloved couple embarks tender forbidden romance spanning heaven earth drama fantasy romance nicolascage megryan andrebraugher bradsilberling suicide angel lifeanddeath desperation operation heaven faith afterlife losangeles interspeciesromance
24,Kill Bill: Vol. 1,assassin shot altar ruthless employer bill members assassination circle bride lives plot vengeance setting payback makes death list hunts wronged saving bill last action crime umathurman lucyliu vivicaafox quentintarantino japan coma martialarts kungfu underworld yakuza sword bride revenge gore femaleyakuza blood wedding samuraisword partanimation
11353,Bowfinger,verge bankruptcy desperate big break aspiring filmmaker bobby bowfinger concocts crazy plan make ultimate dream movie rallying ragtag team includes starryeyed ingenue hasbeen diva film studio gofer sets shoot blockbuster featuring biggest star hollywood kit ramsey without letting ramsey know hes picture comedy stevemartin eddiemurphy heathergraham frankoz filmproducer filmdirector moviestudio hollywood filmmaking movieactress
393,Kill Bill: Vol. 2,bride unwaveringly continues roaring rampage revenge band assassins tried kill unborn child visits former associates onebyone checking victims death list five theres nothing left kill bill action crime thriller umathurman davidcarradine darylhannah quentintarantino brotherbrotherrelationship swordplay katana motherrole rageandhate daughter rightandjustice single aftercreditsstinger duringcreditsstinger
9618,Tango & Cash,ray tango gabriel cash narcotics detectives extremely successful cant stand crime lord yves perret furious loss income tango cash caused frames two murder caught murder weapon scene crime two alibi thrown prison criminals helped convict appears going trust clear names catch evil perret action adventure comedy sylvesterstallone kurtrussell terihatcher andreikonchalovsky albertmagnoli prisoner warondrugs losangeles
9374,Death Becomes Her,madeline married ernest archrival helens fiance recovering mental breakdown helen vows kill madeline steal back ernest unfortunately everyone introduction magic potion causes things great deal complicated mere murder plot fantasy comedy merylstreep brucewillis goldiehawn robertzemeckis jealousy beauty immortality rivalry potion drinking
8584,Shanghai Noon,chon wang clumsy imperial guard trails princess pei pei kidnapped forbidden city transported america wang follows captors nevada teams unlikely partner outcast outlaw roy obannon tries spring princess imprisonment adventure action comedy western jackiechan owenwilson lucyliu tomdey princess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcentury
2320,Executive Decision,terrorists hijack 747 inbound washington dc demanding release imprisoned leader intelligence expert david grant kurt russell suspects another reason soon reluctant member special assault team assigned intercept plane hijackers action adventure drama thriller kurtrussell stevenseagal halleberry stuartbaird bomb ransom hostage airplane hijacking terrorcell specialunit deception rescue covertoperation disaster shootout terrorism explosion violence surveillance nightvisiongoggles flightattendant intelligenceagent flashback handtohandcombat nervegas
58224,Mr. Popper's Penguins,jim carrey stars tom popper successful businessman whos clueless comes really important things lifeuntil inherits six adorable penguins unique personality soon toms rambunctious roommates turn swank new york apartment snowy winter wonderland rest world upsidedown comedy family jimcarrey carlagugino madelinecarroll markwaters taxi restaurant zoo penguin exhusband littleboy zookeeper doorman ride birdhatching aftercreditsstinger duringcreditsstinger
1729,The Forbidden Kingdom,american teenager obsessed hong kong cinema kungfu classics makes extraordinary discovery chinatown pawnshop legendary stick weapon chinese sage warrior monkey king lost relic hand teenager unexpectedly finds travelling back ancient china join crew warriors martial arts lore dangerous quest free imprisoned monkey king action adventure fantasy jackiechan jetli michaelangarano robminkoff tempel shaolin teenager urination staff warrior monkeyking
175574,Free Birds,irreverent hilarious adventurous buddy comedy audiences ages directed jimmy hayward horton hears two turkeys opposite sides tracks must put aside differences team travel back time change course history get turkey holiday menu good animation comedy family owenwilson woodyharrelson amypoehler jimmyhayward holiday thanksgiving freedom duringcreditsstinger 3d
8077,Alien³,escaping newt hicks alien planet ripley crash lands fiorina 161 prison planet host correctional facility unfortunately although newt hicks survive crash unwelcome visitor prison allow weapons kind aid long time away prisoners must simply survive way sciencefiction action horror sigourneyweaver charlessdutton charlesdance davidfincher prison android spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorph
8818,Evita,hit musical based life evita duarte bmovie argentinian actress eventually became wife argentinian president dictator juan pern beloved hated woman argentina history drama music madonna antoniobanderas jonathanpryce alanparker prostitute deification dancehallhostess pernism argentinepresident risetopower singingnarrator soccerball
8195,Ronin,briefcase undisclosed contents sought irish terrorists russian mob makes way criminals hands irish liaison assembles squad mercenaries ronin gives thorny task recovering case action thriller crime adventure robertdeniro jeanreno nataschamcelhone johnfrankenheimer paris france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoround
10586,The Ghost and the Darkness,sir robert beaumont behind schedule railroad africa enlisting noted engineer john henry patterson right ship beaumont expects results everything seems great crew discovers mutilated corpse projects foreman seemingly killed lion several attacks patterson calls famed hunter charles remington finally met match bloodthirsty lions adventure michaeldouglas valkilmer tomwilkinson stephenhopkins africa lion bridge basedontruestory kenya animalattack lionattack colonialism swahili
116149,Paddington,young peruvian bear passion things british travels london search home finding lost alone paddington station begins realize city life imagined meets kindly brown family read label around neck please look bear thank offer temporary looks though luck changed rarest bears catches eye museum taxidermist family comedy nicolekidman petercapaldi benwhishaw paulking england trainstation basedonnovel bear anthropomorphism talkingtoanimals childrensbook
80035,The Watch,four everyday suburban guys come together excuse escape humdrum lives one night week accidentally discover town become overrun aliens posing ordinary suburbanites choice save neighborhood world total extermination comedy benstiller vincevaughn jonahhill akivaschaffer usa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighbor
10632,The Hunted,wilderness british columbia two hunters tracked viciously murdered aaron hallum former special operations instructor lt bonham approached asked apprehend hallum former student gone rogue suffering severe battle stress time kosovo drama action thriller crime tommyleejones beniciodeltoro connienielsen williamfriedkin hunter fbi knife balkanwar woods psychopathickiller slaughter survivalist maniac specialforces killingspree combat exsoldier darkpast manhunt goryviolence
12117,Instinct,dr ethan powell anthropologist africa studying apes lost two years found kills 3 men puts 2 hospital cuba goodings character psychiatrist wants take task trying get dr powell speak maybe even stand judgment trial release prison mental cases along way cuba deal also helping mental patients abused neglected process cuba learns things life anthony hopkins character dr powell drama mystery thriller anthonyhopkins cubagoodingjr donaldsutherland jonturteltaub prison gorilla research instinct murder psychologist
1792,Stuck on You,marthas vineyard mass conjoined twins walt greg kinnear bob tenor matt damon make best handicap fastest grill cooks town outgoing walt hopes one day become famous actor shy bob prefers stay spotlight fading hollywood actress cher cher decides get show honey beaze cancelled hires walt brotherly appendage costars addition surprisingly achieves opposite comedy mattdamon gregkinnear evamendes bobbyfarrelly peterfarrelly sex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese
13260,Semi-Pro,jackie moon owner promoter coach star player flint michigan tropics american basketball association aba 1976 aba collapses national basketball association nba plans merge best teams aba end season top four teams make move worst teams fold tropics worst team league want make nba jackie moon must rally team start winning problem fact jackie moon really coach star basketball player thinks keep team oblivion leave mark city jackie moon must inspire team win fourth place playoffs comedy willferrell mauratierney woodyharrelson kentalterman sport basketball flintmichigan nba merger trade garbagecan canon ramp championship deadparent
72197,The Pirates! In an Adventure with Scientists!,luxuriantly bearded pirate captain boundlessly enthusiastic somewhat lessthansuccessful terror high seas ragtag crew side seemingly blind impossible odds stacked captain one dream beat bitter rivals black bellamy cutlass liz much coveted pirate year award quest takes heroes shores exotic blood island foggy streets victorian london along way battle diabolical queen team haplessly smitten young scientist never lose sight pirate loves best adventure animation adventure family comedy hughgrant brendangleeson jeremypiven peterlord jeffnewitt rivalry stopmotion pirate aftercreditsstinger duringcreditsstinger
3580,Changeling,christine collins overjoyed kidnapped son brought back home christine suspects boy returned isnt child police captain committed asylum crime drama mystery angelinajolie jeffreydonovan johnmalkovich clinteastwood corruption mother nudity minister power public government police reunion murder conspiracy losangeles missing motherlove criticism
12123,Chain Reaction,two researchers green alternative energy project put run framed murder treason action drama sciencefiction thriller keanureeves morganfreeman rachelweisz andrewdavis fbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstinger
9566,The Fan,san francisco giants pay centerfielder bobby rayburn 40 million lead team world series one happier supportive 1 fan gil renard rayburn becomes mired worst slump career obsessed renard decides stop nothing help idol regain former glory even murder drama mystery thriller robertdeniro wesleysnipes ellenbarkin tonyscott sport luck sanfranciscogiants childcustody baseballpitcher baseballfan psychoticfan sportsagent drivingrange steamroom
9833,The Phantom of the Opera,deformed since birth bitter man known phantom lives sewers underneath paris opera house falls love obscure chorus singer christine privately tutors terrorizing rest opera house demanding christine given lead roles things get worse christine meets back childhood acquaintance raoul two fall love thriller drama romance gerardbutler emmyrossum patrickwilson joelschumacher dancing obsession auction wheelchair rose productplacement musical remake tragicvillain blackandwhite rooftop heroine disfiguredface basedonstagemusical theater disfigurementmask breakingmirror operasinger 1910s
4517,Elizabeth: The Golden Age,queen elizabeths reign threatened ruthless familial betrayal spains invading army shrewd adviser must act safeguard lives people drama history romance cateblanchett cliveowen geoffreyrush shekharkapur england assassination spain virgin colony governance queenelizabethi religiouswar tudors execution middleages catholicism seabattle palaceintrigue
8202,Æon Flux,400 years future disease wiped majority worlds population except one walled city bregna ruled congress scientists flux top operative underground monican rebellion sent mission kill government leader uncovers world secrets action sciencefiction charlizetheron martoncsokas jonnyleemiller karynkusama martialarts dystopia surrealism basedoncartoon shootout espionage infertility cyberpunk extremeviolence sabotage oneagainstmany womandirector handtohandcombat actionheroine humancloning 25thcentury
16072,Gods and Generals,film centers mostly around personal professional life thomas stonewall jackson brilliant eccentric confederate general outbreak american civil war halfway point jackson killed accidentally soldiers may 1863 greatest victory drama history war stephenlang jeffdaniels robertduvall ronaldfmaxwell war battle unionsoldier confederatesoldier americancivilwar secession
34314,Turbulence,flight transporting dangerous convicts murderer ryan weaver manages break free cause complete chaos throughout plane various people board fall victim weaver ultimately flight attendant teri halloran keep aircraft crashing onground support air traffic controller halloran struggles pilot plane weaver continues terrorize surviving members crew action thriller crime rayliotta laurenholly brendangleeson robertbutler stewardess airplane shootout airmarshal christmas turbulence
19724,Imagine That,financial executive cant stop career downspiral invited daughters imaginary world solutions problems await comedy eddiemurphy thomashadenchurch yarashahidi kareykirkpatrick
145220,Muppets Most Wanted,grand world tour muppets find wrapped european jewelheist caper headed kermit frog lookalike dastardly sidekick comedy adventure crime family rickygervais tyburrell tinafey jamesbobin musical themuppets
14623,Thunderbirds,dangerous missions bread butter thunderbirds hightech secret force employed government led jeff tracy bill paxton thunderbirds top game nemesis hood ben kingsley landed island attempting coup using teams rescue vehicles hell soon discover thunderbirds wont go action adventure comedy family fantasy sciencefiction bradycorbet sorenfulton deboraweston jonathanfrakes secretorganization basedontvseries goldengatebridge locker oilrig teenagehero soakedclothes thunderbirds
42297,Burlesque,burlesque lounge best days behind tess retired dancer owner venue struggles keep aging theater alive facing kinds financial artistic challenges lounges troupe members becoming increasingly distracted personal problems threat coming wealthy businessmans quest buy spot tess good fortune seems abandoned club altogether meanwhile life ali smalltown girl iowa change dramatically hired tess waitress lounge ali escapes hollow past quickly falls love art burlesque backed newfound friends amongst theaters crew manages fulfill dreams stage things take dramatic turn though alis big voice makes become main attraction revue drama romance cher christinaaguilera ericdane steveantin musical losangeles burlesque burlesquedancer
2841,A Very Long Engagement,1919 mathilde 19 years old two years earlier fianc manech left front somme like millions others killed field battle written black white official notice mathilde refuses believe manech died would know hangs intuition tightly would onto last thread hope linking lover former sergeant tells vain manech died mans land trench named bingo crepescule company four men condemned die selfinflicted wounds path ahead full obstacles mathilde frightened anything possible someone willing challenge fate drama audreytautou gaspardulliel dominiquepinon jeanpierrejeunet paris prostitute lossoflover amnesia bodilydisabledperson worldwari wheelchair brittany lighthouse verdun lighthousekeeper teenagecrush disappearance soldier illegalprostitution privatedetective missingperson polio trenches
802,Lolita,humbert humbert middleaged british novelist appalled attracted vulgarity american culture comes stay boarding house run charlotte haze soon becomes obsessed lolita womans teenaged daughter drama romance jamesmason suelyon shelleywinters stanleykubrick sexualobsession hotel depression lossofmother smalltown flirt midlifecrisis eroticism youngster lolita motel diary seduction forbiddenlove professorforliterature provocation fascination onesidedlove widow adoptivefather lossofhusband summercamp secretlove
10375,D-Tox,disgraced fbi agent drinking problem joins nine troubled law enforcement officers isolated detox clinic wilds wyoming therapeutic sanctuary becomes nightmarish hellhole major snowstorm cuts clinic outside world enables killer inside get busy action thriller sylvesterstallone courtneybvance tomberenger jimgillespie alcoholism serialkiller hospital policeofficer detox
36586,Blade II,rare mutation occurred within vampire community reaper vampire consumed insatiable bloodlust prey vampires well humans transforming victims unlucky enough survive reapers blade asked vampire nation help preventing nightmare plague would wipe humans vampires fantasy horror action thriller wesleysnipes kriskristofferson ronperlman guillermodeltoro katana mutation vampire silver superhero tragicvillain brokenneck lasersight violence explodingbody blade subjectivecamera torsocutinhalf reaper brokenwrist razorblade shotthroughadoor swordduel burntface
11321,Seven Pounds,irs agent fateful secret embarks extraordinary journey redemption forever changing lives seven strangers drama willsmith rosariodawson sarahjanemorris gabrielemuccino vegetarian taxcollector pianist blind organtransplant bloodtype
70074,Bullet to the Head,watching respective partners die cop hitman form alliance order bring common enemy action crime thriller sylvesterstallone sungkang sarahshahi walterhill
242,The Godfather: Part III,midst trying legitimize business dealings 1979 new york italy aging mafia michael corleone seeks forgiveness sins taking young protege wing crime drama thriller alpacino dianekeaton andygarca francisfordcoppola italy christianity newyork assassination italoamerican vatican pope confession helicopter daughter lawyer
9621,Elizabethtown,drew baylor fired causing shoe company lose hundreds millions dollars make matters worse hes also dumped girlfriend verge ending drew gets new lease life returns familys small kentucky hometown father dies along way meets flight attendant falls love comedy drama romance orlandobloom kirstendunst susansarandon cameroncrowe suicide hotelroom suicideattempt newlove funeral airplane lovers fallinginlove
1819,"You, Me and Dupree",standing best man longtime friend carl petersen randy dupree loses job becomes barfly attaches newlywed couple almost permanently houseguest longer dupree camps couch closer gets carls bride molly leaving frustrated groom wondering pal moving comedy romance katehudson owenwilson mattdillon anthonyrusso joerusso roommate loveofoneslife newlywed
8536,Superman II,three escaped criminals planet krypton test man steels mettle led gen zod kryptonians take control white house partner lex luthor destroy superman rule world superman attempts make human order get closer lois realizes responsibility save planet action adventure fantasy sciencefiction genehackman christopherreeve nedbeatty richardlester savingtheworld dccomics sequel superhero basedoncomicbook lossofvirginity criminal superpowers phantomzone rocketfiredgrenade crystalmachine superhumanstrength duringcreditsstinger
8046,Gigli,gigli ordered kidnap psychologically challenged younger brother powerful federal prosecutor plans go awry giglis boss sends ricki gorgeous freespirited female gangster set orders assist kidnapping gigli begins falling decidedly unavailable ricki could hazard occupation drama benaffleck jenniferlopez justinbartha martinbrest newyork mentallydisabled kidnapping blackmail missionofmurder lovers lesbian mobster
1717,All the King's Men,story idealists rise power world louisiana politics corruption leads ultimate downfall based the1946 pulitzer prizewinning novel written robert penn warren drama thriller seanpenn judelaw katewinslet stevenzaillian corruption journalist basedonnovel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat
479,Shaft,new york police detective john shaft arrests walter wade jr racially motivated slaying eyewitness disappears wade jumps bail switzerland two years later wade returns face trial confident money influence get acquitted especially since hes paid drug kingpin kill witness action adventure crime thriller samuelljackson jeffreywright christianbale johnsingleton corruption blackpeople italoamerican brothersisterrelationship drugdealer revenge murder violence drug policeofficer xenophobia
9444,Anastasia,animated adventure retells story lost daughter russias last czar evil rasputin places curse romanov family anastasia grandmother empress maria get separated growing orphanage anastasia encounters two russian men seeking reward offered empress maria return granddaughter trio travels paris find empress grown skeptical imposters animation family megryan johncusack christopherlloyd garygoldman donbluth tzar musical russianrevolution trainexplosion foreignlanguageadaptation explodingtrain
824,Moulin Rouge!,celebration love creative inspiration takes place infamous gaudy glamorous parisian nightclub cusp 20th century young poet plunged heady world moulin rouge begins passionate affair clubs notorious beautiful star drama music romance nicolekidman ewanmcgregor johnleguizamo bazluhrmann duke musical writersblock music terminalillness writer noopeningcredits moulinrouge bohemian toulouselautrec redcurtain cancandance latraviata orpheusandeurydice dancehall
11456,Domestic Disturbance,divorced father discovers 12yearold sons new stepfather made mystery thriller crime johntravolta vincevaughn teripolo haroldbecker menace adoption dangerous adoptivefather threattodeath stepfather murder divorce exwife child murderhunt
261023,Black Mass,true story whitey bulger brother state senator infamous violent criminal history south boston became fbi informant take mafia family invading turf crime drama johnnydepp joeledgerton benedictcumberbatch scottcooper boston basedontruestory organizedcrime
3683,Flags of Our Fathers,five marines one navy corpsman photographed raising us flag mt suribachi joe rosenthal february 23 1945 story three six surviving servicemen john doc bradley pvt rene gagnon pvt ira hayes fought battle take iwo jima japanese war drama history ryanphillippe adambeach jessebradford clinteastwood worldwarii dyinganddeath pacific iwojima aftercreditsstinger duringcreditsstinger
22803,Law Abiding Citizen,frustrated man decides take justice hands plea bargain sets one familys killers free targets killer also district attorney others involved deal drama crime thriller jamiefoxx gerardbutler colmmeaney fgarygray tattoo secretpassage baseballbat deal explosion justice districtattorney courtroom vigilantism
285923,Grindhouse,two full length feature horror movies written quentin tarantino robert rodriguez put together two film feature including fake movie trailers movies thriller action horror kurtrussell zobell rosariodawson robertrodriguez quentintarantino edgarwright eliroth robzombie jasoneisener exploitation slasher zombie killer
39437,Beloved,paul finds old slave friend sethe ohio moves daughter denver strange girl comes along name beloved sethe denver take strange things start happen drama thriller oprahwinfrey dannyglover thandienewton jonathandemme
1950,Lucky You,professional poker player whose astounding luck table fails translate lonesome love life attempts win world series poker simultaneously earning affections beautiful las vegas singer drama romance ericbana drewbarrymore robertduvall curtishanson poker sport lasvegas
640,Catch Me If You Can,true story frank abagnale jr 19th birthday successfully conned millions dollars worth checks pan pilot doctor legal prosecutor fbi agent makes mission put behind bars frank eludes capture revels pursuit drama crime leonardodicaprio tomhanks christopherwalken stevenspielberg conman biography fbiagent overheadcamerashot attemptedjailbreak engagementparty mislaidtrust bankfraud inspiredbyatruestory
97630,Zero Dark Thirty,chronicle decadelong hunt alqaeda terrorist leader osama bin laden september 2001 attacks death hands navy seal team 6 may 2011 thriller drama history jessicachastain jasonclarke markstrong kathrynbigelow assassination cia hotel terrorist prisoner cardealer mossad van iraq pakistan osamabinladen manhunt navyseal fword femaleprotagonist gunfight raid violence textmessage monkey dog specialforces tiedup military area51 terroristgroup torturing womandirector alqaeda prisoncamp watertorture suicidebombing 21stcentury exspecialforces post911 helicoptercrash islamabad
9767,The Break-Up,cohabitating couple gary brooke find onceblissful romance rocks petty spats lemons dirty dishes mushroom allout battle custody upscale chicago condo escalating argument ensues gary brooke continue live roof cooking schemes drive premises romance comedy vincevaughn jenniferaniston joeylaurenadams peytonreed bowling chicago americanfootball flat baseball newlove tourguide breakup artgallery argument pooltable watchingtv exboyfriendexgirlfriendrelationship dinnerparty condominium
11631,Mamma Mia!,set idyllic greek island plot serves background wealth abba hit songs donna independent single mother owns small hotel island let go sophie spirited young daughter shes raised alone sophie secretly invited three mothers exlovers hopes finding father comedy romance merylstreep piercebrosnan amandaseyfried phyllidalloyd singleparent greece musical daughter single motherdaughterrelationship duringcreditsstinger womandirector
32856,Valentine's Day,dozen angelenos navigate valentines day early morning midnight three couples awake together relationship sputter worth saving gradeschool boy wants flowers first true love two high school seniors plan firsttime sex noon tv sports reporter gets assignment find romance la star quarterback contemplates future two strangers meet plane grandparents together years face crisis hate valentines day dinner beckons lonely lied cupid finish work midnight comedy romance jessicaalba jessicabiel bradleycooper garrymarshall flower marriedcouple florist kiss single valentine valentinesday multiplestorylines aftercreditsstinger duringcreditsstinger
6519,The Dukes of Hazzard,cousins bo luke duke help eyecatching cousin daisy moonshinerunning uncle jesse try save family farm destroyed hazzard countys corrupt commissioner boss hogg efforts constantly find duke boys eluding authorities general lee 1969 orange dodge charger keeps one step ahead dimwitted antics small southern towns sheriff roscoe p coltrane action adventure comedy johnnyknoxville seannwilliamscott jessicasimpson jaychandrasekhar sheriff farm bikini redneck moonshine
8741,The Thin Red Line,based graphic novel james jones thin red line tells story group men army rifle company called cforcharlie change suffer ultimately make essential discoveries fierce world war ii battle guadalcanal follows journey surprise unopposed landing bloody exhausting battles follow ultimate departure survived powerful frontline cast including sean penn nick nolte woody harrelson george clooney explodes action hauntingly realistic view military moral chaos pacific world war ii drama history war seanpenn adrienbrody jimcaviezel terrencemalick basedonnovel japanese worldwarii battleassignment invasion marinecorps usarmy commander pacific rifle survival jungle infantry steelhelmet sergeant pacificisland soldier battle fighting guadalcanal awol philosophicconflict
49520,The Change-Up,dave married man two kids loving wife mitch single man prime sexual life one fateful night mitch dave peeing fountain lightning strikes switch bodies comedy oliviawilde ryanreynolds jasonbateman daviddobkin jealousy chance wish change manchange coworker bodyswap
1850,Man on the Moon,film life career eccentric avantgarde comedian andy kaufman comedy drama romance jimcarrey courtneylove bobzmuda miloforman showbusiness comedian wrestling
524,Casino,life gambling paradise las vegas dark mafia underbelly drama crime robertdeniro sharonstone joepesci martinscorsese poker drugabuse 1970s overdose illegalprostitution
26389,From Paris with Love,james reese good job ambassadors aid france real passion side gig working minor role cia would love fullfledged agent cant believe luck lands assignment charlie wax triggerhappy charlie soon james crying desk job learns guys theyre trying catch james realizes charlie may hope survival action crime thriller johntravolta jonathanrhysmeyers kasiasmutniak pierremorel paris cia undercover explosive pimp ambassador antihero revelation french politician firearm deception carcrash gang
11817,Bulletproof Monk,mysterious immortal tibetan kung fu master spent last 60 years traveling around world protecting ancient scroll ultimate mentors selfish street kid ancient intricacies kung fu action comedy fantasy seannwilliamscott jaimeking karelroden paulhunter monk homelessperson injection fall knifefight scroll theforce
2123,"Me, Myself & Irene",rhode island state trooper charlie baileygates multiple personality disorder one personality crazy aggressive friendly laid back personalities fall love woman named irene charlie loses medication comedy jimcarrey renezellweger anthonyanderson bobbyfarrelly peterfarrelly schizophrenia excop aftercreditsstinger duringcreditsstinger
9907,Barnyard,things get crazy farm boisterous bovine named otis voiced kevin james save day computeranimated tale animals barnyard sing dance party otiss stern dad sam elliott warns crew keep cool around humans troublemaker otis rarely listens pop farmer disappears animals go nutty young cow realizes must stop madness animation comedy family courteneycox kevinjames samelliott steveoedekerk peasant farm cow cojote family
9969,Deck the Halls,two neighbors one decorates house holidays brightly seen space comedy family dannydevito matthewbroderick kristindavis johnwhitesell holiday massachusetts neighbor christmas
18239,The Twilight Saga: New Moon,forks washington resident bella swan reeling departure vampire love edward cullen finds comfort friendship jacob black werewolf knows shes thrust centuriesold conflict desire edward cost leads take greater greater risks adventure fantasy drama romance kristenstewart robertpattinson taylorlautner chrisweitz moon cinema vampire werewolf fangvamp
808,Shrek,aint easy bein green especially youre likable albeit smelly ogre named shrek mission retrieve gorgeous princess clutches firebreathing dragon shrek teams unlikely compatriot wisecracking donkey adventure animation comedy family fantasy mikemyers eddiemurphy camerondiaz andrewadamson vickyjenson magic liberation lordship castle robinhood enchantment fairytalefigure princess parody womandirector ogre
38050,The Adjustment Bureau,man glimpses future fate planned chooses fight destiny battling powerful adjustment bureau across streets new york risks destined greatness woman hes ever loved sciencefiction thriller romance mattdamon emilyblunt johnslattery georgenolfi hotel dancer hat senator future honesty plan kiss speech marriage politician alone fate footchase covertagency courthouse politicalcampaign basedonshortstory
8367,Robin Hood: Prince of Thieves,dastardly sheriff nottingham murders robins father legendary archer vows vengeance accomplish mission robin joins forces band exiled villagers comely maid marian together battle end evil sheriffs reign terror adventure kevincostner morganfreeman christianslater kevinreynolds england crusade mercifulness robinhood folkhero
9390,Jerry Maguire,jerry maguire used typical sports agent willing anything could get biggest possible contracts clients plus nice commission one day suddenly second thoughts hes really voices doubts ends losing job clients save rod tidwell egomaniacal football player comedy drama romance tomcruise cubagoodingjr renezellweger cameroncrowe stadium career sport sportsagent
72105,Ted,john bennett man whose childhood wish bringing teddy bear life came true must decide keeping relationship bear girlfriend lori comedy fantasy markwahlberg milakunis sethmacfarlane sethmacfarlane friendship love teddybear toycomestolife wishescometrue
